STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,PATENT_AUTHORITIES,Patent authorities,DATE_TYPE,Reference date type,MEASURE_PAT,Measure,AGENT_ROLE,Agent role,OECD_TECHNOLOGY_PATENT,Selected OECD technologies domains,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,FRK12,Cantal,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2017,,20.63,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,FRK12,Cantal,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2018,,7.51,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,FRK12,Cantal,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,4.01,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ITF51,Potenza,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2017,,13.39,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ITF51,Potenza,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2018,,7.78,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ITF51,Potenza,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,2.31,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ITF51,Potenza,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,4.22,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ITF51,Potenza,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2021,,1.9,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ES220,Navarre,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,62.39,,ESP,Spain,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ES220,Navarre,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2021,,83.37,,ESP,Spain,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ES220,Navarre,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2022,,45.74,,ESP,Spain,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ES220,Navarre,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2017,,76.46,,ESP,Spain,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ES220,Navarre,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2018,,68.92,,ESP,Spain,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,RO311,Arges,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2017,,3.78,,ROU,Romania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,RO311,Arges,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2018,,4.86,,ROU,Romania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,RO311,Arges,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,2.94,,ROU,Romania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,RO311,Arges,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,4.2,,ROU,Romania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,AT335,Tiroler Unterland,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2018,,148.02,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,AT335,Tiroler Unterland,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,149.77,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,AT335,Tiroler Unterland,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,130.57,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,AT335,Tiroler Unterland,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2021,,123.54,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,AT335,Tiroler Unterland,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2022,,81.21,,AUT,Austria,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,DE939,Stade,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2018,,63.33,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,DE939,Stade,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,39.49,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,DE939,Stade,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,46.92,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,DE939,Stade,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2021,,45.57,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,DE939,Stade,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2022,,51.89,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,AU701,Darwin,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2018,,34.66,,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,AU701,Darwin,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,12.34,,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,AU701,Darwin,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,1.34,,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,AU701,Darwin,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2022,,6.7,,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,CA3534,"Elgin, ON",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2018,,27.98,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,CA3534,"Elgin, ON",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,13.15,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,CA3534,"Elgin, ON",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,19.01,,CAN,Canada,A,Normal value,0,Units,1,One
